Frase,Categoria_Atribuida,Score_Similaridade
Am often told by others that I understand them.,Agreeableness+,0.36622000
Am on good terms with nearly everyone.,Agreeableness+,0.36940000
Amonly kind to others if they have been kind to me.,Agreeableness+,0.543545
Am open about myself to others.,Agreeableness+,0.38445700
Am open to arguments.,Agreeableness+,0.41429100
Am open to change.,Agreeableness+,0.42596000
Am passionate about bettering the world's condition.,Agreeableness+,0.325181
Am polite to strangers.,Agreeableness+,0.47114200
Am pretty trusting of others' motives.,Agreeableness+,0.53459800
Am quick to correct others.,Agreeableness+,0.4276710
Am satisfied with my life.,Agreeableness+,0.29041400
Am secure in my relationships.,Agreeableness+,0.33718000
Am sensitive to the needs of others.,Agreeableness+,0.54768100
Am skilled in handling social situations.,Agreeableness+,0.35329600
Am strongly influenced by the good moods of others.,Agreeableness+,0.4394200
Am thankful for the people who helped me during my childhood.,Agreeableness+,0.37543100
Am told by my friends that I am a hard worker.,Agreeableness+,0.31880000
Am told by people that I am easy to get to know.,Agreeableness+,0.30882300
Am told that I am a strong but fair leader.,Agreeableness+,0.35988300
Am true to myself in all circumstances.,Agreeableness+,0.24270200
Am trusted by other people.,Agreeableness+,0.5189220
Am usually a patient person.,Agreeableness+,0.45926900
Am usually able to forgive people when they make me angry.,Agreeableness+,0.29627500
Am usually right.,Agreeableness+,0.44690400
Am valued by my friends for my good judgment.,Agreeableness+,0.47738700
Am valued by others for my objectivity.,Agreeableness+,0.43869400
Am very pleased with myself.,Agreeableness+,0.33233500
Am who I am because of my faith.,Agreeableness+,0.23573200
Am willing to admit it when I make a mistake.,Agreeableness+,0.37412600
Am willing to bend the truth if it will benefit me.,Agreeableness+,0.4344010
Am willing to cheat in a game.,Agreeableness+,0.3125430
Am willing to explain things twice.,Agreeableness+,0.37303600
Am willing to make compromises.,Agreeableness+,0.5137190
Am willing to make personal sacrifices in order to help people I care about.,Agreeableness+,0.42839200
Am willing to try again and again when I fail at something.,Agreeableness+,0.3372930
Am worthy of special recognition.,Agreeableness+,0.4466080
Amuse my friends.,Agreeableness+,0.50380200
Anticipate the needs of others.,Agreeableness+,0.5029410
Apologize a lot.,Agreeableness+,0.39295500
Appreciate good manners.,Agreeableness+,0.5845070
Appreciate people who wait on me.,Agreeableness+,0.49035200
Appreciate the viewpoints of others.,Agreeableness+,0.5377750
Approach others in a positive manner.,Agreeableness+,0.5926400
"As a child, did a lot of things to get people's approval.",Agreeableness+,0.2870820
Ask for lots of advice from others.,Agreeableness+,0.40300700
Behave in a way that is acceptable to society.,Agreeableness+,0.5395340
Believe in a supernatural source of peace and love.,Agreeableness+,0.3525000
Believe in an eye for an eye.,Agreeableness+,0.49796800
Believe in eating healthily.,Agreeableness+,0.3279660
Believe in equality between all races.,Agreeableness+,0.3059260
Believe in God.,Agreeableness+,0.2964730
Believe in human goodness.,Agreeableness+,0.58859000
Believe in sexual modesty.,Agreeableness+,0.41011300
Believe in the goodness of human nature.,Agreeableness+,0.5343440
Believe in the power of astrology to predict the future.,Agreeableness+,0.23887700
Believe in the power of fate.,Agreeableness+,0.34473300
Believe in the power of tarot cards to predict the future.,Agreeableness+,0.28846800
Believe in universal harmony.,Agreeableness+,0.48154000
Believe it is always better to be safe than sorry.,Agreeableness+,0.4240840
Believe that both feelings and thinking are important in making decisions and solving problems.,Agreeableness+,0.3707400
Believe that cheating is ok if you get away with it.,Agreeableness+,0.3015440
Believe that criminals should receive help rather than punishment.,Agreeableness+,0.35843700
Believe that everyone should have a say.,Agreeableness+,0.29869900
Believe that everyone's rights are equally important.,Agreeableness+,0.29158700
Believe that everything will work out in the end.,Agreeableness+,0.36874200
Believe that giving is more important than receiving.,Agreeableness+,0.4885340
Believe that honesty is the basis for trust.,Agreeableness+,0.46659900
Believe that I am always right.,Agreeableness+,0.28466600
Believe that I am important.,Agreeableness+,0.4417900
Believe that I can heal others by sending them thoughts of positive energy.,Agreeableness+,0.40764500
Believe that I can work hard to achieve a positive future.,Agreeableness+,0.36614500
Believe that it is best to forgive and forget.,Agreeableness+,0.43423500
Believe that leaders should let everyone have a say in what the group does.,Agreeableness+,0.24381600
Believe that most people have ulterior motives when doing good deeds.,Agreeableness+,0.43293400
Believe that most people make friends only because they expect friends to be useful.,Agreeableness+,0.38529700
Believe that most people stay friends only as long as it is to their advantage.,Agreeableness+,0.39140100
Believe that most people tell the truth.,Agreeableness+,0.38579000
Believe that most questions have one right answer.,Agreeableness+,0.3494400
Believe that my life is much more of a gift than a problem.,Agreeableness+,0.40580800
Believe that one of the most important achievements in life includes acquiring material possessions.,Agreeableness+,0.30393700
Believe that others are drawn to me because I am humble.,Agreeableness+,0.4373910
Believe that others have good intentions.,Agreeableness+,0.5923100
Believe that our human nature brings us together to work for common goals.,Agreeableness+,0.4473420
Believe that people are basically honest and good.,Agreeableness+,0.48337600
Believe that people are basically moral.,Agreeableness+,0.3600500
Believe that small lies are ok.,Agreeableness+,0.39865700
Believe that some people are born lucky.,Agreeableness+,0.3672700
Believe that the poor deserve our sympathy.,Agreeableness+,0.42179200
Believe that the things I own say a lot about how well I'm doing in life.,Agreeableness+,0.3055340
Believe that there are universal truths.,Agreeableness+,0.3513800
Believe that things go best when people do things the way I do them or want them done.,Agreeableness+,0.37195500
Can accept a lot from others.,Agreeableness+,0.58277100
Can accept criticism without getting upset.,Agreeableness+,0.48342800
"Can always say ""enough is enough.""",Agreeableness+,0.32314900
Can be relied upon by others.,Agreeableness+,0.5015550
Can be trusted to keep my promises.,Agreeableness+,0.45306000
Can bend to the will of others.,Agreeableness+,0.52850000
Can express love to someone else.,Agreeableness+,0.412675
Can find the positive in what seems negative to others.,Agreeableness+,0.50794800
Can get along with most people.,Agreeableness+,0.39253100
Can handle any situation life throws my way.,Agreeableness+,0.2999410
Can laugh at myself.,Agreeableness+,0.37619100
Can read people like a book.,Agreeableness+,0.29264100
Can stand criticism.,Agreeableness+,0.42896800
Can take a joke.,Agreeableness+,0.4080060
Can take the viewpoint of others.,Agreeableness+,0.45044400
Can talk others into doing things.,Agreeableness+,0.42880600
Can think of a snappy reply.,Agreeableness+,0.43828100
Can understand a stranger's character at first sight.,Agreeableness+,0.4078160
Can usually appreciate other points of view.,Agreeableness+,0.4631530
Can't help noticing whether something I read is grammatically correct.,Agreeableness+,0.38260600
Can't resist eating candy or cookies if they are around.,Agreeableness+,0.2917400
Care about others.,Agreeableness+,0.6150260
Carry around something that gives me good luck.,Agreeableness+,0.45274300
Change my mind.,Agreeableness+,0.35659000
Change myself to suit others.,Agreeableness+,0.39879800
Cheer people up.,Agreeableness+,0.46153700
Cherish mementos.,Agreeableness+,0.37798500
Conform to others' opinions.,Agreeableness+,0.49875100
Consider my behavior to be pretty average.,Agreeableness+,0.3789680
Consider myself an average person.,Agreeableness+,0.37301200
Consider myself good-looking.,Agreeableness+,0.38538200
Consider myself to be a wise person.,Agreeableness+,0.4636950
Consider others' advice.,Agreeableness+,0.5401660
Consider others' opinions.,Agreeableness+,0.4526420
"Could never stop loving my family and close friends, no matter what they did.",Agreeableness+,0.099234000
Decide things for others.,Agreeableness+,0.5069280
Deserve special treatment from others.,Agreeableness+,0.48562300
Deserve the very best of everything.,Agreeableness+,0.3260360
Deserve to be admired.,Agreeableness+,0.48116000
Do a lot in my spare time.,Agreeableness+,0.31613800
Do everything I say I will do.,Agreeableness+,0.28843200
Do favors for others only so I can ask for something for myself later.,Agreeableness+,0.47775400
Do things for a reason.,Agreeableness+,0.4369000
Do things in a half-way manner.,Agreeableness+,0.49385200
Do things out of habit.,Agreeableness+,0.3989650
Do what I say.,Agreeableness+,0.41681600
Do what othersdo.,Agreeableness+,0.51095100
Do what others want me to do.,Agreeableness+,0.43221700
Don't make a big deal about gifts that I receive.,Agreeableness+,0.29896400
Don't mind asking for favors.,Agreeableness+,0.5120450
Don't mind being the center of attention.,Agreeableness+,0.37723700
Don't mind cutting in line.,Agreeableness+,0.3852830
Easily find things to laugh or joke about.,Agreeableness+,0.31471100
Easily laugh at myself.,Agreeableness+,0.32541400
Echo what others say.,Agreeableness+,0.44161700
Encourage others' criticisms.,Agreeableness+,0.4676030
Enjoy a good ethnic joke among friends.,Agreeableness+,0.3836820
Enjoy being part of a group.,Agreeableness+,0.43268300
"Enjoy being thought of as a normal ""mainstream"" person.",Agreeableness+,0.3612770
Enjoy bringing people together.,Agreeableness+,0.4472000
Enjoy eating in restaurants.,Agreeableness+,0.30001300
Enjoy feeding animals.,Agreeableness+,0.31702200
"Enjoy feeling ""close to the earth.""",Agreeableness+,0.41573000
Enjoy going to social gatherings.,Agreeableness+,0.37010100
Enjoy my work.,Agreeableness+,0.49326700
Enjoy myself while with others.,Agreeableness+,0.41298100
Enjoy offering directions to tourists.,Agreeableness+,0.3280540
Enjoy reading.,Agreeableness+,0.42225700
Enjoy spending money on things that aren't practical.,Agreeableness+,0.29394200
Enjoy taking leisurely strolls.,Agreeableness+,0.29184400
Enjoy teamwork.,Agreeableness+,0.50193800
Enjoy the warm feeling of being in a group of good friends.,Agreeableness+,0.4787650
Enjoy using my charm.,Agreeableness+,0.47598300
Enjoy working with people more than working alone.,Agreeableness+,0.40803200
Enjoyed life.,Agreeableness+,0.39575600
Enjoyed school.,Agreeableness+,0.29630500
Expect others to thank me for generous things that I do for them.,Agreeableness+,0.5137780
Express my happiness in a childlike manner.,Agreeableness+,0.42018000
Express my thanks to those who care aboutme.,Agreeableness+,0.49619700
Feel a profound sense of appreciation every day.,Agreeableness+,0.37851800
Feel a responsibility to improve the world in which I live.,Agreeableness+,0.41931500
Feel at ease with people.,Agreeableness+,0.46581000
Feel better after some hard work.,Agreeableness+,0.38569800
Feel comfortable around people.,Agreeableness+,0.4761520
Feel happy when I see a happy animal such as a playful dog or a purring cat.,Agreeableness+,0.32763000
Feel happy when I see other people display their skills and talents.,Agreeableness+,0.35606100
"Feel happy when I see other people doing things like showing compassion, forgiving others, or being kind.",Agreeableness+,0.5198550
Feel I must respect the decisions made by my group.,Agreeableness+,0.45218500
Feel it's important to live in a world of beauty.,Agreeableness+,0.3477320
Feel lucky most of the time.,Agreeableness+,0.45092900
Feel other people's joy.,Agreeableness+,0.4846020
Feel spiritually connected to other people.,Agreeableness+,0.38358800
